CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
719240358,Existing Customer,60,Male,1,Unknown,Single,$60K - $80K,Blue,50,4,3,0,10698.0,1790,8908.0,0.981,4095,67,0.914,0.167
789859833,Existing Customer,41,Male,4,Doctorate,Unknown,Less than $40K,Blue,31,6,2,1,2515.0,1767,748.0,0.665,4388,67,0.675,0.703
721044333,Existing Customer,34,Female,2,College,Single,Less than $40K,Blue,22,5,2,0,1695.0,761,934.0,0.797,4905,91,0.75,0.449
771474108,Existing Customer,40,Female,2,Uneducated,Married,Less than $40K,Blue,28,3,2,2,1794.0,1019,775.0,0.692,4455,63,0.658,0.568
714128283,Existing Customer,49,Female,1,Unknown,Married,Less than $40K,Silver,40,2,3,2,13411.0,1736,11675.0,0.841,12493,113,0.738,0.129
721084833,Existing Customer,48,Male,5,High School,Married,$40K - $60K,Silver,34,5,0,2,17657.0,2018,15639.0,0.55,1682,39,0.95,0.114
708949908,Attrited Customer,50,Male,1,Graduate,Divorced,$120K +,Blue,42,1,3,2,1656.0,0,1656.0,0.626,2073,44,0.833,0.0
717340608,Existing Customer,51,Female,3,High School,Single,Unknown,Gold,39,1,1,2,34516.0,1873,32643.0,0.629,7703,104,0.677,0.054
716445783,Existing Customer,42,Female,2,Uneducated,Married,Unknown,Blue,31,4,2,0,22718.0,0,22718.0,0.791,1191,37,1.176,0.0
813952233,Existing Customer,44,Male,3,Graduate,Unknown,Less than $40K,Blue,39,5,2,4,2978.0,2134,844.0,0.579,1413,46,0.394,0.717
721316358,Existing Customer,41,Male,3,High School,Married,$60K - $80K,Blue,28,5,1,1,9577.0,632,8945.0,0.379,4086,62,0.771,0.066
712115958,Existing Customer,47,Female,3,Uneducated,Single,Less than $40K,Blue,38,5,3,4,2808.0,2264,544.0,0.544,3562,74,0.682,0.806
715055433,Existing Customer,36,Male,3,Uneducated,Married,$60K - $80K,Blue,22,6,3,4,2224.0,1772,452.0,0.81,2004,44,0.419,0.797
823590483,Existing Customer,62,Female,0,Graduate,Divorced,Less than $40K,Blue,56,3,1,1,2230.0,1716,514.0,0.811,4027,75,0.5,0.77
708560733,Existing Customer,42,Female,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714.0,2517,1197.0,0.857,4715,85,0.848,0.678
710429358,Existing Customer,57,Male,1,High School,Married,$40K - $60K,Blue,48,5,1,3,2544.0,1927,617.0,0.939,1346,30,0.364,0.757
709649958,Attrited Customer,62,Male,0,Post-Graduate,Divorced,$60K - $80K,Silver,46,4,5,6,28229.0,287,27942.0,0.594,2281,45,0.552,0.01
720769533,Existing Customer,65,Male,0,Graduate,Single,$40K - $60K,Blue,36,4,0,1,1438.3,682,756.3,0.713,4427,63,1.172,0.474
718829358,Existing Customer,40,Female,3,Uneducated,Divorced,$40K - $60K,Blue,32,3,1,2,1956.0,958,998.0,0.789,4977,76,0.854,0.49
715455708,Existing Customer,47,Male,3,Graduate,Single,$80K - $120K,Blue,37,3,3,2,5116.0,1468,3648.0,0.91,2361,49,0.633,0.287
708419733,Attrited Customer,47,Male,3,College,Single,$60K - $80K,Blue,39,5,3,2,22599.0,0,22599.0,1.039,4739,55,0.486,0.0
719094333,Existing Customer,46,Male,4,Uneducated,Married,$80K - $120K,Blue,33,1,2,1,13490.0,1567,11923.0,0.795,13159,105,0.75,0.116
789970233,Existing Customer,54,Female,2,High School,Married,Less than $40K,Blue,45,6,1,1,2513.0,1126,1387.0,0.324,1454,30,0.25,0.448
818701383,Existing Customer,37,Male,3,High School,Married,$60K - $80K,Blue,32,6,2,2,2253.0,1667,586.0,0.884,1641,45,0.667,0.74
772601283,Existing Customer,39,Male,1,Post-Graduate,Single,$80K - $120K,Blue,29,6,2,2,23034.0,1992,21042.0,0.759,2514,32,0.684,0.086
718187508,Existing Customer,53,Female,2,Unknown,Married,Unknown,Blue,36,3,4,3,2592.0,1364,1228.0,0.679,4208,68,0.7,0.526
789218433,Existing Customer,33,Female,3,Unknown,Married,$40K - $60K,Blue,22,2,3,2,1438.3,0,1438.3,0.761,4528,86,0.686,0.0
812534958,Existing Customer,40,Female,3,High School,Married,$40K - $60K,Silver,34,2,2,2,19000.0,1568,17432.0,0.688,8443,97,0.865,0.083
771795933,Attrited Customer,49,Male,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516.0,2517,31999.0,0.7,2376,55,0.486,0.073
718025808,Existing Customer,61,Male,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852.0,1935,3917.0,0.829,3689,55,0.618,0.331
713697933,Existing Customer,47,Male,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516.0,1264,33252.0,0.774,7827,77,0.54,0.037
710466633,Existing Customer,55,Female,3,High School,Married,Less than $40K,Blue,44,5,1,1,1438.3,0,1438.3,0.575,4755,76,0.9,0.0
788728608,Existing Customer,34,Male,0,High School,Married,$40K - $60K,Blue,13,3,3,2,3870.0,1394,2476.0,0.827,1588,36,0.714,0.36
710319108,Existing Customer,54,Female,2,High School,Married,Less than $40K,Blue,47,4,2,3,1804.0,1298,506.0,0.758,4542,73,0.921,0.72
813961233,Existing Customer,30,Male,0,Unknown,Single,$80K - $120K,Blue,25,5,2,2,4237.0,1676,2561.0,0.786,2465,88,0.725,0.396
716156508,Existing Customer,52,Male,2,High School,Single,$40K - $60K,Blue,36,3,1,3,1470.0,0,1470.0,0.64,4095,63,0.75,0.0
708532308,Existing Customer,37,Male,2,Uneducated,Single,$60K - $80K,Blue,36,4,2,2,11419.0,2517,8902.0,1.211,3000,70,1.059,0.22
778447908,Existing Customer,51,Male,2,College,Married,$80K - $120K,Blue,33,3,1,2,3558.0,0,3558.0,0.57,4136,65,0.912,0.0
720819858,Existing Customer,47,Female,4,Post-Graduate,Single,Less than $40K,Blue,27,1,2,2,8837.0,2517,6320.0,0.618,8210,100,0.754,0.285
753094533,Existing Customer,51,Male,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,24028.0,0,24028.0,0.496,3531,73,0.738,0.0
711069483,Existing Customer,40,Female,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,1538.0,0,1538.0,0.706,4884,79,0.881,0.0
789717708,Existing Customer,49,Female,1,Unknown,Married,$40K - $60K,Blue,37,5,2,4,3943.0,1135,2808.0,0.672,4180,82,0.783,0.288
710877108,Existing Customer,44,Female,1,High School,Divorced,Less than $40K,Blue,32,1,1,2,2724.0,1288,1436.0,0.613,4171,75,1.206,0.473
712105533,Existing Customer,32,Male,2,High School,Single,$40K - $60K,Blue,20,6,3,4,2235.0,1638,597.0,0.912,2905,56,0.806,0.733
713630733,Existing Customer,34,Female,2,Graduate,Single,Less than $40K,Blue,24,5,3,3,5712.0,1955,3757.0,0.969,2617,54,0.8,0.342
708931908,Existing Customer,48,Male,3,High School,Single,$40K - $60K,Blue,36,3,2,3,7400.0,636,6764.0,0.972,1568,51,0.5,0.086
711887583,Attrited Customer,47,Male,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299
716993058,Existing Customer,57,Male,3,Unknown,Divorced,$60K - $80K,Blue,48,5,2,3,24589.0,1640,22949.0,0.4,4291,78,0.625,0.067
792139308,Existing Customer,48,Female,3,Graduate,Single,$40K - $60K,Blue,42,1,2,3,9215.0,639,8576.0,0.646,13345,114,0.754,0.069
817197333,Existing Customer,26,Female,1,Uneducated,Single,Unknown,Blue,13,6,2,3,12007.0,956,11051.0,0.832,2678,50,0.471,0.08
745435533,Existing Customer,44,Male,2,Unknown,Married,$80K - $120K,Blue,37,6,1,3,2617.0,2517,100.0,0.78,3104,70,0.75,0.962
711508608,Existing Customer,50,Female,1,Unknown,Married,Less than $40K,Blue,36,3,5,3,3069.0,1482,1587.0,0.663,4351,74,0.721,0.483
715445883,Existing Customer,40,Female,2,Graduate,Married,Unknown,Blue,29,5,2,2,18862.0,2105,16757.0,0.832,4449,86,0.686,0.112
818923158,Existing Customer,55,Male,2,Graduate,Married,$60K - $80K,Blue,50,5,2,4,2145.0,1207,938.0,0.521,1275,31,0.476,0.563
708296883,Existing Customer,44,Female,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,11749.0,788,10961.0,0.688,1178,27,0.929,0.067
718435158,Existing Customer,50,Male,3,High School,Married,$120K +,Blue,40,5,1,4,34516.0,0,34516.0,0.986,1930,36,0.44,0.0
778397358,Attrited Customer,42,Male,5,Unknown,Married,$60K - $80K,Blue,22,6,2,4,5096.0,0,5096.0,0.808,2574,43,0.483,0.0
709711758,Attrited Customer,45,Female,3,Uneducated,Divorced,Less than $40K,Blue,32,3,2,2,1942.0,0,1942.0,0.366,1853,31,0.107,0.0
715074258,Existing Customer,26,Female,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3,3930.0,0,3930.0,0.758,2067,42,0.355,0.0
737925558,Existing Customer,64,Male,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.0,1893,2341.0,0.585,1439,42,0.355,0.447
710544033,Existing Customer,47,Male,2,Unknown,Married,$80K - $120K,Blue,36,3,1,3,9437.0,2024,7413.0,0.664,4715,78,0.696,0.214
714514983,Existing Customer,43,Female,5,Graduate,Married,Less than $40K,Blue,35,3,6,4,5438.0,2214,3224.0,0.668,5029,75,0.562,0.407
809616108,Attrited Customer,38,Female,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568.0,0,1568.0,0.611,2812,59,0.788,0.0
788671608,Existing Customer,45,Female,4,College,Single,$40K - $60K,Gold,30,1,2,1,23051.0,1836,21215.0,0.743,14393,107,0.814,0.08
806189658,Existing Customer,50,Female,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780.0,893,887.0,0.609,4630,73,0.587,0.502
714595983,Attrited Customer,49,Female,1,Uneducated,Married,$40K - $60K,Blue,41,4,3,3,1438.3,522,916.3,0.383,2030,37,0.37,0.363
709764483,Attrited Customer,61,Male,1,Graduate,Unknown,$60K - $80K,Blue,53,1,1,2,6157.0,581,5576.0,0.583,4041,65,0.548,0.094
719108358,Existing Customer,39,Male,2,Post-Graduate,Married,$80K - $120K,Blue,31,5,2,1,18974.0,2517,16457.0,1.369,2783,56,1.0,0.133
719296383,Existing Customer,38,Male,2,High School,Single,$60K - $80K,Gold,18,1,2,3,34516.0,1494,33022.0,0.588,7885,85,0.635,0.043
757854858,Attrited Customer,50,Male,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143.0,0,3143.0,0.764,2297,37,0.321,0.0
716096358,Existing Customer,45,Female,3,Uneducated,Single,Less than $40K,Blue,39,5,4,1,2551.0,2253,298.0,0.688,3753,63,0.909,0.883
766273533,Existing Customer,53,Male,2,Uneducated,Unknown,$80K - $120K,Blue,46,3,6,3,17190.0,1736,15454.0,0.698,15055,117,0.696,0.101
714173808,Existing Customer,44,Female,4,Graduate,Single,Less than $40K,Blue,34,5,1,2,4214.0,1249,2965.0,0.542,1389,34,0.478,0.296
717444558,Existing Customer,50,Female,1,Graduate,Married,Less than $40K,Blue,38,4,1,3,2623.0,1714,909.0,0.807,5237,76,0.81,0.653
768460908,Existing Customer,59,Male,1,Graduate,Single,$40K - $60K,Blue,53,3,3,3,6035.0,1392,4643.0,0.361,1551,32,0.6,0.231
713302758,Existing Customer,49,Male,2,Graduate,Married,$120K +,Blue,40,2,4,1,14646.0,1448,13198.0,0.895,8160,92,0.586,0.099
714217908,Existing Customer,49,Male,3,Graduate,Married,$40K - $60K,Blue,41,5,3,2,2406.0,1560,846.0,0.751,1173,32,0.391,0.648
712924383,Attrited Customer,55,Male,3,Unknown,Single,$60K - $80K,Blue,36,3,2,2,8411.0,979,7432.0,1.029,990,22,0.375,0.116
715996983,Existing Customer,47,Male,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682.0,2481,15201.0,1.302,1747,31,1.214,0.14
758340108,Existing Customer,39,Female,2,Graduate,Single,Less than $40K,Silver,29,3,3,2,10024.0,913,9111.0,0.568,3906,78,0.592,0.091
719320833,Existing Customer,39,Male,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.704,0.376
711122958,Attrited Customer,41,Female,3,Graduate,Single,Less than $40K,Blue,33,5,3,3,1764.0,0,1764.0,0.552,2105,57,0.839,0.0
708083283,Attrited Customer,58,Male,0,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3421.0,2517,904.0,0.992,992,21,0.4,0.736
713184858,Existing Customer,58,Female,2,High School,Single,Less than $40K,Blue,50,4,3,4,1438.3,818,620.3,0.917,4196,71,1.088,0.569
769183908,Existing Customer,51,Female,2,Doctorate,Single,Unknown,Blue,45,6,3,1,2109.0,683,1426.0,0.593,4321,58,0.812,0.324
789193383,Existing Customer,65,Male,0,Uneducated,Single,Less than $40K,Blue,54,3,1,5,2644.0,1691,953.0,0.755,3495,70,0.628,0.64
779400183,Existing Customer,42,Male,3,Graduate,Single,$60K - $80K,Blue,31,3,3,4,2934.0,2517,417.0,0.868,2484,55,0.774,0.858
720817533,Existing Customer,54,Male,1,Uneducated,Married,$120K +,Blue,40,4,1,2,12086.0,1264,10822.0,0.986,15559,91,0.717,0.105
708897408,Existing Customer,46,Male,3,College,Single,$60K - $80K,Blue,36,4,2,3,1621.0,787,834.0,0.551,4719,73,0.738,0.486
826065258,Existing Customer,35,Female,2,Unknown,Divorced,Unknown,Blue,31,2,2,2,19033.0,1555,17478.0,1.001,16033,116,0.812,0.082
779236083,Existing Customer,37,Female,3,High School,Married,Less than $40K,Blue,19,5,1,3,4138.0,0,4138.0,1.168,2420,50,0.613,0.0
709869708,Existing Customer,54,Female,3,College,Single,Less than $40K,Blue,45,5,1,4,3062.0,2039,1023.0,1.057,4037,71,0.821,0.666
780686358,Existing Customer,41,Male,3,Unknown,Married,$60K - $80K,Blue,30,3,1,1,2888.0,1676,1212.0,0.534,3798,58,0.812,0.58
713336883,Attrited Customer,61,Female,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760.0,0,1760.0,0.457,2285,46,0.643,0.0
802600233,Existing Customer,51,Female,2,Graduate,Single,$40K - $60K,Blue,45,5,1,3,1438.3,869,569.3,0.791,4124,59,0.967,0.604
710438358,Attrited Customer,42,Female,1,Uneducated,Single,Less than $40K,Blue,35,4,3,3,3241.0,0,3241.0,0.442,2152,43,0.303,0.0
721459008,Existing Customer,36,Male,2,High School,Single,$120K +,Blue,36,4,1,2,11791.0,1168,10623.0,0.662,14885,101,0.629,0.099
778712658,Existing Customer,52,Female,0,Uneducated,Married,Less than $40K,Blue,34,4,4,3,2001.0,960,1041.0,0.678,4026,86,0.83,0.48
789504183,Existing Customer,37,Male,4,Graduate,Single,$120K +,Blue,28,3,3,4,34516.0,0,34516.0,0.572,2574,62,0.771,0.0
720119808,Existing Customer,42,Male,3,High School,Married,$80K - $120K,Blue,36,3,2,2,24126.0,948,23178.0,0.616,3342,52,0.677,0.039
771630783,Existing Customer,42,Female,3,High School,Married,Unknown,Blue,30,1,1,2,1821.0,935,886.0,0.781,4786,87,0.776,0.513
772216833,Existing Customer,47,Female,5,Graduate,Single,Less than $40K,Blue,36,1,2,1,2761.0,1950,811.0,0.582,4510,88,0.66,0.706
715144383,Existing Customer,40,Female,3,High School,Single,Unknown,Blue,36,3,3,2,6384.0,2034,4350.0,0.493,4413,83,0.886,0.319
716170308,Existing Customer,27,Female,0,Graduate,Divorced,Unknown,Blue,36,5,1,0,13439.0,2003,11436.0,0.936,4715,86,0.72,0.149
711717258,Existing Customer,54,Female,3,Graduate,Single,$40K - $60K,Blue,39,3,4,1,4036.0,1329,2707.0,0.738,5315,82,0.708,0.329
788327358,Existing Customer,61,Male,1,Graduate,Single,Unknown,Blue,54,1,1,3,9070.0,2097,6973.0,0.801,8440,102,0.7,0.231
779130108,Attrited Customer,33,Female,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,0.835,2527,49,0.69,0.0
719074308,Existing Customer,37,Female,3,College,Married,Less than $40K,Blue,27,4,2,0,1438.3,687,751.3,0.778,4621,73,1.147,0.478
713994108,Existing Customer,40,Male,5,High School,Married,$60K - $80K,Blue,33,3,1,2,4155.0,1315,2840.0,0.767,15851,128,0.855,0.316
789412458,Attrited Customer,44,Male,2,Post-Graduate,Married,$60K - $80K,Blue,34,6,3,4,23026.0,2517,20509.0,1.032,4909,52,0.625,0.109
717956283,Existing Customer,57,Female,1,Graduate,Single,$40K - $60K,Blue,48,5,1,0,10953.0,1945,9008.0,0.886,1277,29,0.526,0.178
780052008,Existing Customer,37,Male,3,Unknown,Single,$80K - $120K,Blue,22,4,2,2,29898.0,1414,28484.0,0.453,3883,68,0.7,0.047
709606158,Existing Customer,37,Female,2,Graduate,Married,Less than $40K,Blue,31,1,3,3,2984.0,0,2984.0,0.77,4878,86,0.87,0.0
803398983,Existing Customer,35,Female,3,Unknown,Divorced,Less than $40K,Blue,29,4,2,3,1511.0,864,647.0,0.712,4823,64,0.829,0.572
716346183,Existing Customer,43,Female,3,Unknown,Divorced,Unknown,Blue,37,3,6,3,9051.0,1557,7494.0,0.621,4169,72,0.5,0.172
772177308,Existing Customer,47,Female,2,Unknown,Unknown,Less than $40K,Blue,36,4,2,2,1738.0,0,1738.0,1.124,2572,62,0.938,0.0
718009158,Existing Customer,50,Female,3,Uneducated,Single,Less than $40K,Blue,41,4,2,2,2563.0,1860,703.0,0.68,3774,83,0.804,0.726
778968408,Existing Customer,39,Male,2,Doctorate,Single,$60K - $80K,Blue,27,4,1,3,5341.0,0,5341.0,0.771,1955,47,0.808,0.0
803339583,Existing Customer,49,Female,2,Post-Graduate,Married,Less than $40K,Blue,44,4,4,2,1644.0,0,1644.0,1.033,4898,82,0.783,0.0
714576183,Existing Customer,47,Male,4,Graduate,Single,$80K - $120K,Blue,36,6,3,2,21637.0,2030,19607.0,0.776,1222,23,0.438,0.094
778952058,Existing Customer,46,Male,3,College,Married,$80K - $120K,Blue,32,4,2,5,20860.0,1496,19364.0,0.816,3435,56,0.697,0.072
721498008,Existing Customer,44,Female,3,Uneducated,Single,Less than $40K,Blue,35,5,2,2,1438.3,0,1438.3,0.978,3966,57,0.781,0.0
709534083,Attrited Customer,58,Female,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909.0,0,9909.0,0.466,1844,41,0.64,0.0
803938908,Existing Customer,49,Female,4,Uneducated,Single,Less than $40K,Blue,44,4,2,2,2659.0,0,2659.0,0.84,4546,81,0.884,0.0
791839233,Existing Customer,42,Female,4,Unknown,Divorced,Unknown,Blue,36,5,3,2,17536.0,1525,16011.0,0.859,1411,28,0.474,0.087
711878733,Existing Customer,60,Male,1,Uneducated,Married,$60K - $80K,Blue,48,3,1,3,10264.0,2073,8191.0,0.62,1685,45,0.364,0.202
769720683,Existing Customer,50,Female,1,Graduate,Married,Unknown,Blue,44,5,2,2,5708.0,1884,3824.0,0.791,4914,60,0.765,0.33
711276933,Existing Customer,56,Female,3,Graduate,Married,Less than $40K,Blue,44,6,4,2,2030.0,1262,768.0,0.862,4851,84,0.867,0.622
803319633,Existing Customer,51,Female,2,High School,Married,Less than $40K,Blue,45,4,3,2,3183.0,1358,1825.0,0.657,3988,81,0.688,0.427
826467333,Existing Customer,57,Male,1,High School,Single,$80K - $120K,Blue,53,4,1,3,7976.0,585,7391.0,0.925,4082,74,0.682,0.073
720188508,Existing Customer,43,Male,4,Graduate,Single,$60K - $80K,Blue,25,3,2,4,13193.0,1749,11444.0,0.671,4071,64,0.73,0.133
772172883,Existing Customer,46,Female,2,Uneducated,Unknown,$40K - $60K,Blue,35,6,2,1,6145.0,1349,4796.0,0.971,4893,93,0.824,0.22
712920633,Existing Customer,49,Female,2,Unknown,Married,$40K - $60K,Blue,35,4,1,1,1438.3,0,1438.3,0.618,4348,79,0.646,0.0
778425408,Existing Customer,44,Male,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295,1544.0,0.569,1271,24,0.714,0.598
817892208,Existing Customer,35,Female,2,Doctorate,Single,Less than $40K,Blue,30,5,1,1,1438.3,0,1438.3,1.126,4006,72,0.946,0.0
779100408,Existing Customer,33,Female,1,Post-Graduate,Married,Less than $40K,Blue,15,6,2,0,1741.0,1328,413.0,0.69,2629,61,0.649,0.763
709100283,Attrited Customer,36,Female,2,High School,Single,Unknown,Blue,26,3,2,2,5956.0,2517,3439.0,0.877,2828,46,0.484,0.423
813810333,Attrited Customer,50,Male,3,Post-Graduate,Married,$60K - $80K,Blue,45,6,4,3,2049.0,0,2049.0,0.974,2703,54,1.0,0.0
821351958,Existing Customer,40,Female,4,College,Married,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.785,3308,54,1.0,0.0
714502458,Existing Customer,49,Male,3,Unknown,Married,$60K - $80K,Blue,36,6,2,4,17811.0,643,17168.0,0.842,3748,79,0.646,0.036
789526458,Existing Customer,44,Male,3,Unknown,Married,$40K - $60K,Blue,36,4,2,1,2534.0,1706,828.0,0.793,3965,57,1.111,0.673
719514783,Existing Customer,39,Female,3,Post-Graduate,Unknown,Unknown,Blue,26,6,1,4,3209.0,2517,692.0,0.431,1292,37,0.762,0.784
709633533,Existing Customer,31,Male,2,Uneducated,Married,Less than $40K,Blue,18,3,2,4,1438.3,0,1438.3,1.561,2789,50,1.083,0.0
780715683,Existing Customer,41,Male,3,Doctorate,Single,$60K - $80K,Blue,30,4,1,3,13602.0,0,13602.0,0.699,3582,69,0.683,0.0
713175483,Existing Customer,44,Female,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022.0,871,5151.0,0.6,3745,74,0.423,0.145
713144208,Attrited Customer,51,Female,0,High School,Married,Unknown,Blue,42,1,4,4,9989.0,568,9421.0,0.52,2053,49,0.485,0.057
713798958,Existing Customer,38,Female,3,Unknown,Single,Less than $40K,Blue,36,2,3,1,1946.0,1430,516.0,0.564,4643,87,0.812,0.735
789220008,Existing Customer,56,Male,3,High School,Married,$80K - $120K,Blue,45,5,2,2,4531.0,0,4531.0,0.491,1425,27,1.077,0.0
720272958,Attrited Customer,48,Male,2,High School,Married,$120K +,Blue,36,3,3,3,27126.0,0,27126.0,0.953,1000,25,0.786,0.0
717561108,Existing Customer,52,Male,1,Graduate,Married,$80K - $120K,Blue,36,4,3,2,34516.0,549,33967.0,0.78,1629,32,0.778,0.016
714347508,Existing Customer,35,Male,2,Uneducated,Single,$60K - $80K,Blue,21,4,3,3,7766.0,1278,6488.0,0.806,2423,74,0.609,0.165
717628608,Existing Customer,37,Male,3,Unknown,Married,$60K - $80K,Blue,29,5,1,5,2576.0,1640,936.0,1.128,2568,34,0.889,0.637
714820158,Attrited Customer,29,Male,0,High School,Single,$40K - $60K,Blue,36,6,3,1,5988.0,660,5328.0,1.041,10211,68,1.0,0.11
720683958,Existing Customer,41,Male,4,Uneducated,Divorced,$80K - $120K,Gold,36,6,2,2,34516.0,0,34516.0,0.742,4077,67,0.763,0.0
716959833,Existing Customer,45,Male,3,Graduate,Single,$120K +,Blue,31,5,2,2,3534.0,0,3534.0,0.536,3973,66,0.784,0.0
717483558,Existing Customer,42,Male,3,High School,Married,$120K +,Blue,36,3,1,2,19156.0,1353,17803.0,1.41,3547,61,0.649,0.071
710455608,Attrited Customer,40,Male,3,High School,Single,$80K - $120K,Blue,36,2,3,2,4620.0,0,4620.0,0.654,6644,61,0.694,0.0
713153733,Attrited Customer,49,Female,2,Graduate,Unknown,Less than $40K,Blue,29,6,3,3,2520.0,1473,1047.0,0.515,2061,36,0.241,0.585
716128083,Existing Customer,56,Male,2,High School,Married,$40K - $60K,Blue,36,5,2,3,3295.0,2002,1293.0,0.599,1191,34,0.545,0.608
789050883,Existing Customer,33,Female,2,Doctorate,Single,Unknown,Blue,21,4,3,4,5297.0,0,5297.0,0.779,2655,62,0.55,0.0
708340758,Attrited Customer,41,Male,4,High School,Married,Less than $40K,Blue,32,2,3,3,7769.0,0,7769.0,0.943,8109,74,0.762,0.0
716870583,Existing Customer,36,Female,3,Unknown,Married,Less than $40K,Blue,36,6,5,3,2786.0,1628,1158.0,1.314,2853,55,0.667,0.584
719716983,Existing Customer,46,Female,4,Graduate,Married,Unknown,Blue,39,4,3,3,3257.0,0,3257.0,0.757,4042,85,0.848,0.0
719245983,Existing Customer,46,Female,4,Post-Graduate,Married,Unknown,Blue,38,6,3,2,13816.0,955,12861.0,0.699,4238,73,0.659,0.069
769751958,Existing Customer,55,Male,3,Unknown,Married,$120K +,Blue,49,3,2,4,9926.0,2018,7908.0,0.618,2235,57,0.357,0.203
817686633,Existing Customer,26,Female,1,College,Single,Less than $40K,Blue,15,5,2,4,1438.3,737,701.3,0.806,2856,39,0.5,0.512
713508333,Existing Customer,43,Female,4,College,Unknown,Less than $40K,Blue,33,5,4,3,1884.0,1216,668.0,0.945,4591,85,0.735,0.645
714267858,Existing Customer,44,Female,2,High School,Single,Unknown,Blue,37,6,2,1,4559.0,1680,2879.0,0.628,4934,76,0.949,0.369
758178558,Existing Customer,44,Female,3,Graduate,Single,Unknown,Blue,37,3,2,1,4703.0,1555,3148.0,0.932,4127,89,0.648,0.331
712617408,Existing Customer,31,Male,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,3,3,13734.0,0,13734.0,0.855,2566,74,0.762,0.0
788966958,Existing Customer,47,Female,1,Graduate,Married,Unknown,Blue,34,3,2,2,3112.0,2023,1089.0,0.757,4613,86,0.593,0.65
709039533,Existing Customer,43,Female,3,Unknown,Unknown,Less than $40K,Blue,24,6,1,4,5544.0,1095,4449.0,0.572,3829,55,0.964,0.198
713489358,Existing Customer,52,Female,2,Graduate,Married,Less than $40K,Blue,40,2,3,2,3698.0,0,3698.0,0.811,3763,82,0.864,0.0
708568983,Existing Customer,40,Male,3,High School,Married,$60K - $80K,Blue,28,2,3,1,11476.0,2365,9111.0,0.65,8110,113,0.766,0.206
803957508,Existing Customer,52,Male,2,Unknown,Single,$80K - $120K,Blue,47,6,1,3,15904.0,1024,14880.0,0.369,1433,33,0.5,0.064
779743908,Existing Customer,44,Male,4,Unknown,Divorced,$60K - $80K,Blue,29,4,2,2,7788.0,0,7788.0,0.296,1196,30,0.429,0.0
711391308,Existing Customer,46,Female,4,Uneducated,Married,$40K - $60K,Blue,34,6,3,3,2168.0,1704,464.0,0.725,4584,92,0.769,0.786
708595158,Existing Customer,27,Female,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677.0,1598,79.0,0.994,2389,43,0.536,0.953
714343608,Existing Customer,56,Female,0,Unknown,Single,Less than $40K,Blue,36,5,4,2,3033.0,0,3033.0,0.89,4921,90,0.698,0.0
709110633,Existing Customer,41,Male,1,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684.0,1748,19936.0,0.715,1329,24,0.6,0.081
708098133,Existing Customer,32,Female,0,Graduate,Married,Less than $40K,Blue,19,6,1,0,2834.0,1418,1416.0,1.458,1598,39,0.773,0.5
789963033,Attrited Customer,54,Female,1,Graduate,Single,Less than $40K,Blue,45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0.0
711824358,Existing Customer,44,Female,4,College,Single,Less than $40K,Blue,31,3,3,2,3228.0,0,3228.0,0.747,4524,70,0.667,0.0
797707008,Attrited Customer,44,Female,3,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222.0,0,7222.0,0.685,920,18,0.5,0.0
